Nama Kafe,Alamat,Rating,Link Maps,tags_model,tags_readable,Link Gambar
Unlock Coffee | Garden Cafe,,"4,3",https://www.google.com/maps/place/Unlock+Coffee+%7C+Garden+Cafe/data=!4m7!3m6!1s0x2e7881165bad455b:0x74e2228ba2fdf9f4!8m2!3d-7.9214375!4d112.5796375!16s%2Fg%2F11sn16_vtq!19sChIJW0WtWxaBeC4R9Pn9oosi4nQ?authuser=0&hl=id&rclk=1,suka sama konsep taman bikin suasana jadi beda lebih santai kopi lumayan harga standar kafe pilih oke buat nongkrong soresore nikmatin suasana dateng empat bingung mau duduk soal tempat kotor bersih akhir mutusin buat duduk deket jendela kirain bakal bersihin kan soal kotor bekas orang belum staffnya cuma liat aesthetic bet tempat donat recommended buat nongki have fun cocok je bagus suasana nyaman sekali tapi kalau kesini aku saranin kalian pakai hoodie enggak kalian pakai pakai tutup karena sana angin malam lumayan tempat asik tempat indoor dikit lain outdoor semua atas bawah nikmat pandang langit desain konsep unik menu cukup agam rentang harga jangkau rasa enak tempat music harga donat dingin konsep pesan duduk sunset jeruk gin,"Fasilitas: music, harga, donat, dingin, konsep, pesan, duduk, sunset, jeruk, gini. Kata Mereka: Suka sama konsep tamannya, bikin suasana jadi beda dan lebih santai. Kopinya lumayan, harganya juga standar kafe. Pilihan yang oke buat nongkrong sore-sore sambil nikmatin suasana ... dateng berempat bingung mau duduk dimana soalnya 90% tempatnya kotor belum dibersihkan, akhirnya mutusin buat duduk di deket jendela aja, kirain bakalan di bersihin kan ya soalnya kotor bekas orang sebelumnya, staffnya ya cuma liat aja … ... aesthetic bet tempatnya, donat nya recommended 👍 buat nongki, have fun cocok je … ... Bagus bgt suasananya, nyaman sekalii.
Tapi kalau kesini aku saranin kalian harus pakai hoodie atau seenggaknya kalian pakai pakaian yang tertutup. Kenapa? Karena disana angin malam nya lumayan … ... Tempatnya asik banget, ada tempat indoor dikit, lainnya outdoor semua di atas dan di bawah, bisa nikmati pemandangan langit, desain dan konsepnya unik, menunya cukup beragam dengan rentang harga yang terjangkau dan rasa yang enak. Tempat …",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxahVy04Tt5YScxMIb7F_pYePL4vwt3J-u1g0JnYdx1dL_dggZbXeiH-mx0XQxGkB7vR9oQzmBMdvyQFsceoM4t7PzMxpp6N1G8k_Pwn0xJJml3x_XRks8Y5HHTLFhJZUEacJ8X=w86-h114-k-no
Bukit Delight,Jl. Joyo Agung No.1,"4,5",https://www.google.com/maps/place/Bukit+Delight/data=!4m7!3m6!1s0x2e78823eb2768b5f:0x57caac891b8c6711!8m2!3d-7.9389171!4d112.5903116!16s%2Fg%2F11cs37w14c!19sChIJX4t2sj6CeC4REWeMG4msylc?authuser=0&hl=id&rclk=1,udah sering kesini buat nugas tempat bagus sejuk tenang aesthetic parah cocok buat suka foto indoor outdoor tempat ala ala camping cocok buat mau nyantai bareng teman smaller than my expectation but its nice because near with nature we can relaxe suasana rindangg malam kesini jangan lupa bawa jakett punya banyak tempat dudukk leseh lapang bisaa aku suka sama suasananyaa ademm asriii hijau cuci mata bgttt minum pelit es batu bgtt huhuu aku cuma kasih es tube jadi too sweet for me pas minta tambah es kasih dikit huhu sedih pol sen lalap ayam atiampelausus chickenwings rasa oke tempaynya nyaman tempat sholat toilet westafel sedia beberapa kali kesini belum rasa makan ubah cenderung b juli kesini luar duga makan enaakk ada fail tempat nyaman good improvement romantis pandang lampu mahasiswa pacar pasang alam jaket nyaman doi,"Fasilitas: romantis, pemandangan, lampu, mahasiswa, pacar, pasangan, alam, jaket, nyaman, doi. Kata Mereka: Udah sering banget kesini buat nugas. Tempatnya juga bagus, sejuk, tenang dan aesthetic parah cocok banget buat yang suka foto, ada indoor dan di outdoor juga ada tempat yang ala ala camping cocok buat yang mau nyantai bareng teman atau … ... Smaller than my expectation.
But it's nice because near with nature.
We can relaxe. … ... suasananya rindangg, malam” kesini jangan lupa bawa jakett, punya banyak tempat dudukk, lesehan dilapangan juga bisaa, aku suka sama suasananyaa, ademm asriii hijau” cuci mata bgttt, tapi minumannya pelit es batu bgtt huhuu aku cuma dikasih 2 es tube jadi too sweet for me dan pas minta tambah es dikasih dikit juga huhu sedih pol ... Pesen lalapan ayam, atiampelausus dan chickenwings. Rasa oke dan tempaynya nyaman. Ada tempat sholat juga, toilet dan westafel tersedia ... Beberapa kali kesini sebelumnya, rasa makanannya berubah2 dan cenderung b aja, tapi juli 2025 kesini lagi di luar dugaan makanannya enaakk, ga ada yg fail. Tempat juga nyaman. Good improvement",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxiNzcL2HUIueXk7OTapNCsfQcm4EcWanoZvUy_Qk0jQgPqZDOLRFZtz8uXI1GrI6MwIPtp3nxVFvSUfqQrUIFvt9WpbtoYUoZKTp6nE9tc3AWcGO8X0Oy0QT-j5Q0j8zx9tBbViw=w152-h86-k-no
DEQAVE (Cafe & Co-Working Space),Jl. Sidomakmur No.111,"4,8",https://www.google.com/maps/place/DEQAVE+%28Cafe+%26+Co-Working+Space%29/data=!4m7!3m6!1s0x2e7881d5a1e501d7:0xfa8d0f5f556abbbc!8m2!3d-7.9225779!4d112.5812058!16s%2Fg%2F11qs7jr5lh!19sChIJ1wHlodWBeC4RvLtqVV8Pjfo?authuser=0&hl=id&rclk=1,tempat nyaman buat nongkrong maupun nugas harga anak kos cafe mantap buat nongkrong nugas me time bisa buat rapat jugaa mantebb lahhh tempat bersih canggih sangat indah protokol sehat rekomendasi tempat nongkrong ngopi aman covid banyak jual dalem harga lmyn lah fotobootnya cari cafe recommended yoo deqave sluuuur pake antri uniiik sen mbarek qr code teko hp mu dhewe brarti mbayar pelayanane yo sehat diskusi mie pizza,"Fasilitas: sehat, diskusi, mie, pizza. Kata Mereka: Tempatnya nyaman banget buat nongkrong maupun nugas, harganya anak kos banget ... Cafe yang mantap buat nongkrong, nugas, me time.
Bisa dibuat untuk rapat jugaa, mantebb lahhh ... Tempatnya bersih, canggih, & sangat mengindahkan protokol kesehatan. Rekomendasi tempat nongkrong dan ngopi yang aman covid-19 ... Banyak penjual di dalemnya. Harga lmyn lah.. Ada fotobootnya juga ... cari cafe yg recommended yoo *DEQAVE* sluuuur,
gak pake antri..
uniiik, pesen mbarek QR code teko hp mu dhewe.. brarti mbayar pelayanane yo …",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz5TlTrlq-Mw2QQd5KhfGDCsCChNUVZ8PjvMEE1jquWa1quoG9fMstNoZ94pFfMIHdm_oV-tfEAq_i_dTdmSJg3SdhdS0UujXv1TkZe_5bELU9FL-P1o5ap3ophN0BeYeuoWNc=w114-h86-k-no
Jazz Coffe,Kedai Kopi,"4,6",https://www.google.com/maps/place/Jazz+Coffe/data=!4m7!3m6!1s0x2e7881468953169d:0x75caa24c4d66d517!8m2!3d-7.9232212!4d112.5810151!16s%2Fg%2F11m_h3lr2_!19sChIJnRZTiUaBeC4RF9VmTUyiynU?authuser=0&hl=id&rclk=1,mangtap betul kopi jazz k kopi susu gresik k cafe jazz harga murce rasa mangtap dengan tagline cafe and working space nyaman sini letak kafe sendiri jadi enak buat nongkrong nyantai sambil nugas jauh ramai kafe lain menu favorit kopi hitam jazz kentang sempol goreng beh mantap tempat ngopi enak nyantai tempat luas malam ngopi sini krasan menu coffe camil harga standar murah ayo jangan lupa ngopi sini tempat cukup nyaman parkir luas layan cukup baik untuk rasa lumayan es coklat kurang enak tapi kopi coklat enak saya tempat luas bagai macam jajan luas musik susu,"Fasilitas: luas, musik, susu. Kata Mereka: Mangtap betul ini kopi Jazz 6k dan kopi susu Gresik 7k di Cafe Jazz
Harga nya murce dengan rasa yg mangtap
Dengan tagline nya ""cafe and working space"" … ... Nyaman disini karena letak kafenya menyendiri, jadi enak buat nongkrong nyantai atau sambil nugas karena jauh dari keramaian kafe lain.
Menu favoritku kopi hitam jazz, kentang, dan sempol goreng beh mantap ... Tempat ngopi yg enak , nyantai dengan tempat yg luas  ..
Malam2 ngopi disini krasan
Menu coffe dan camilan dengan harga yg standar , murah...
Ayo , jangan lupa ngopi di sini... ... Tempat yang cukup nyaman, parkir luas
Pelayanan cukup baik
Untuk rasa lumayan, es coklat kurang enak,
Tapi kopi coklatnya enak menurut saya ... tempat luas dengan berbagai macam jajanan",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyBBX2ZPkykSj3vb57At5YEY-mPJDA4dmI2WvFnuqplrbppH1o88czjfYkD43TqbE_22pwCXSZ4ZGYsA0iorEzjxp_dscDGYpM8uSR1ZTa3PJxa_OF2thHJfGJSXgHclqfIk9M3=w114-h86-k-no
"Story! HQ (Pizza, Coffee, Udon, Fried Chicken and Book Store)",Jl. Pamenang 2,"4,4","https://www.google.com/maps/place/Story!+HQ+%28Pizza,+Coffee,+Udon,+Fried+Chicken+and+Book+Store%29/data=!4m7!3m6!1s0x2e7881563b22d431:0x75b5b01447e99366!8m2!3d-7.9213018!4d112.5792879!16s%2Fg%2F11rq3vll5_!19sChIJMdQiO1aBeC4RZpPpRxSwtXU?authuser=0&hl=id&rclk=1",langka pegawai ramah bener enak semua pegawai cewe lihat satu cowo matchanya enak emang gelas lebih pendek gelas reguler rasa layan best selalu ngasih rekomendasi minum makan plus ramah d minum enak guys kalau turut makan lumayan tempat duduk banyak jadi oke buat nugas bareng nongki sama tempat oke banyak pilih buku buat baca layan ramah area indoor outdoor indoor meski ber ac kemaren aku ngerasa panas buat beberapa minum aga manis jadi req less sugar suasana nyaman tempat cukup strategis walaupun masuh gang makan enak saja menu makan berat tidk terllu banyak terdpat musolla nyaman toilet bersih waktu kesana soresore habis kemah pesan pizza personal pan jenis minum beda minum dateng cepet jujur minum pilih kurang familiar lidah kita jadi kita habisin deh maaf harga cafe duduk panas kasir layan kamar mandi matcha berat lantai,"Fasilitas: harga, cafe, duduk, panas, kasir, pelayanan, kamar mandi, matcha, berat, lantai. Kata Mereka: Hal yg langka: pegawainya ramah bener dan enakan semua ke pegawai (cewe², ga melihat satupun cowo)
Matchanya enak, emang sih gelasnya lebih pendek dr gelas reguler, tapi rasanya … ... Pelayanannya best banget, karena selalu ngasih rekomendasi minum dan makan plus ramah juga :D minumannya enak banget guys, kalau menurutku makanannya lumayan. Tempat duduknya juga banyak, jadi oke banget buat nugas bareng atau nongki sama … ... tempatnya oke. ada banyak pilihan buku buat dibaca. pelayanannya ramah!! ada area indoor dan outdoor nya, tapi yg di indoor meskipun ber ac kemaren aku ngerasa agak panas(?) buat beberapa minuman aga manis banget jadi bisa req less sugar … ... suasana nyaman, untuk tempatnya cukup strategis walaupun masih masuh ke gang, untuk makanan enak hanya saja menu untuk makanan berat tidk terllu banyak. terdpat musolla yg nyaman dan toilet yang bersih. ... Waktu itu kita kesana sore-sore habis kemah. Kita pesan pizza personal pan dan 4 jenis minuman yang berbeda. Minumannya dateng cepet banget. Jujur minuman yang kita pilih kurang familiar di lidah kita. Jadi gak kita habisin deh maaf ya 🥲 …",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyeMzXpYBB-_GnHrdChOIxKcSJQwsHd31hB_ehnJ8junb83q_w2clW6Sytdk2Zby7KpsqztNFFBpwS1T4KVyqclu-ECUX2lurRIe8DA8MAwz46-qZ5OMeeyEHZ10vX5iItsqfR9=w114-h86-k-no
Equal Coffee Roastery,,"4,6",https://www.google.com/maps/place/Equal+Coffee+Roastery/data=!4m7!3m6!1s0x2e78822807f57e81:0x20d9b5eecfb6a541!8m2!3d-7.924035!4d112.5839582!16s%2Fg%2F11c1pc5fkq!19sChIJgX71ByiCeC4RQaW2z-612SA?authuser=0&hl=id&rclk=1,alhamdulillah suasana nyaman aman makan enak recommended wfh ato ngerjain tugas suasana tenang sejuk dekat sawah sore hari bagus lihat sunset harga relatif murah makan enak utama pasta makan enak layan jga bagus ramah tempat enak bangett comfy buat nugas jadi chill parah ngeliatin view ijo ijo gitu tempat bagus bersih paling penting makananya recomend sawah sejuk mahasiswa pandang gunung angin diskusi nyaman nasi colok,"Fasilitas: sawah, sejuk, mahasiswa, pemandangan, gunung, angin, diskusi, nyaman, nasi, colokan. Kata Mereka: Alhamdulillah suasana nyaman , aman dan makanannya enak.
Recommended kalo wfh ato ngerjain tugas. ... Suasana tenang, sejuk karena dekat sawah
Sore hari bagus untuk melihat sunset
Harga juga relatif murah, makanan enak terutama pastanya ... makanan nya enak, pelayanan nya jga bagus dan ramah🤍☺️ … ... Tempatnya enak bangett comfy buat nugas jadi chill parah ngeliatin view ijo ijo gitu ... tempatnya bagus dan bersih, dan yg paling penting makananya recomend banget",https://lh3.googleusercontent.com/p/AF1QipNurStW16gsmcoCmHQ1BlI0iokawnl2bzsMZSxD=w152-h86-k-no
CW Coffee & Eatery - Simpang Ijen,,"4,3",https://www.google.com/maps/place/CW+Coffee+%26+Eatery+-+Simpang+Ijen/data=!4m7!3m6!1s0x2dd6295caaebe499:0x5613e9bdd572e878!8m2!3d-7.9657766!4d112.6202307!16s%2Fg%2F11v56lm2gp!19sChIJmeTrqlwp1i0ReOhy1b3pE1Y?authuser=0&hl=id&rclk=1,tempat cukup luas sedia banyak tempat duduk indoor outdoor lantai meski sini cukup malam jam kondisi ramai unjung banyak umur mahasiswa sedang kerja tugas pilih menu tempat luas banyak tempat duduk indoor outdoor lantai tengah malem kesini ramai cocok buat ngerjain tugas tempat luas lumayan proper fasilitas cukup lengkap waktu buka jam itu jadi pilih sangat cocok para mahasiswa tempat kurang nyaman saya nyaman kursi kurang mgkn kurang cafe buka jam yah meja kursi lihat lusuh mungkin krn banyak mahasiswa nugas sini harga mayan pricey saya klo ukur mahasiswa mungkin worth sama waktu habis sini maybe tempat kalau datang pagipagi pas sepi bikin nyaman leluasa suka menu promonya bisa makan hemat enak cobain dimsumnya enak luas kasir wifi mahasiswa colok pesan toilet makan minum password katsu,"Fasilitas: luas, kasir, wifi, mahasiswa, colokan, pesan, toilet, makanan minuman, password, katsu. Kata Mereka: Tempatnya cukup luas dengan tersedia banyak tempat duduk. Indoor, outdoor, dan lantai dua. Meski ke sini cukup malam sekitar jam 11 tapi kondisi masih ramai. Pengunjung banyak seumuran mahasiswa yang sedang mengerjakan tugas. Pilihan menu … ... Tempat luas banyak tempat duduk indoor, outdoor, dan lantai dua. Tengah malem kesini masih ramai. Cocok buat ngerjain tugas. … ... Tempat luas dan lumayan proper, dengan fasilitas yang cukup lengkap, dan waktu buka 24 jam hal itu menjadi pilihan yang sangat cocok untuk para mahasiswa. ... tempatnya kurang nyaman menurut saya, kenyamanan kursinya kurang, mgkn ini kekurangan cafe yg buka 24 jam yah, meja kursinya kelihatan lusuh, mungkin krn banyak mahasiswa yg nugas disini, harga mayan pricey menurut saya klo ukuran mahasiswa, tapi mungkin worth sama waktu yg mereka habiskan disini, maybe... ... Tempatnya kalau datang pagi-pagi pas masih sepi bikin nyaman dan leluasa.
Suka menu promonya karena bisa makan dengan hemat tapi enak.
Cobain dimsumnya juga enak👍 …",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzdeNIFNBjy5g3zYtBTBo6hLcO-YnxwgAk68WKbI4gBsjNXes4JkLin1zEzJBcy7kwCmw6siTOcmWE469WDM6wRY8VinD4BxsMoGRUWa-6NuSAfvY_MSL883PuQplw-W9ye11ahlA=w152-h86-k-no
Cafe Qita,,"4,2",https://www.google.com/maps/place/Cafe+Qita/data=!4m7!3m6!1s0x2e788172a2fb8bdf:0xfa2de0bbc5edc040!8m2!3d-7.9209235!4d112.5794098!16s%2Fg%2F11j93j4tym!19sChIJ34v7onKBeC4RQMDtxbvgLfo?authuser=0&hl=id&rclk=1,kalau cari tempat ngopi terlalu berisik pandang bagus sini tempat layan baik cepat pilih pas buat mau healing tipistipis lokasi memang masuk gang akses jalan mobil begitu luas area parkir sini cukup luas sedia banyak tempat duduk indoor ac semi indoor outdoor lantai nyaman banyak tempat duduk jenis sofa sopan begini customer serasa usir ngomong baik baik kan bisa padal udh langgan jg sini cuman baru kali nyoba view malam hari ehh tau kyk gin mending cafe depan lebih sopan beratitude banding sama harga bakmi goreng ribu dikit cuma suap habis jual americano lebih ribu rasa jelas kopi brand besar jual americano segitu rasa udah enak percuma mesin kopi bagus bikin beberapa kali kesini minum cukup lah standar b nasgor oke lumayan enak x coba kalau snack yaampun bener bener seuprit prit mix platter k dapet hikmah doang mending beli makan berat sekali hehe wifi lot heheh maaf yaa bintang duaa moga next lebih baik sejuk parkir sofa kasir luas sore pesan wifi donat tempat duduk,"Fasilitas: sejuk, parkir, sofa, kasirnya, luas, sore, pesan, wifi, donat, tempat duduk. Kata Mereka: Kalau cari tempat ngopi yang gak terlalu berisik dan pemandangannya bagus, di sini tempatnya. Pelayanannya baik dan cepat. Pilihan yang pas buat yang mau 'healing' tipis-tipis ... Lokasinya memang masuk gang, akses jalan mobil tidak begitu luas. Area parkir di sini cukup luas. Tersedia banyak tempat duduk, ada indoor dengan AC, semi indoor, outdoor, dan lantai dua. Nyaman karena banyak tempat duduk jenis sofa. … ... Sopan begini? Customer serasa di usir ngomong baik baik kan juga bisa
Padal udh langganan jg disini
Cuman baru kali ini nyoba view malam hari ehh tau nya kyk gini
Mending cafe depannya lebih sopan dan beratitude !!! ... Gak sebanding sama harganya. Bakmi goreng 20 ribu dikit banget cuma 5 suap habis. Jual americano lebih dari 20 ribu, rasa gak jelas. Kopi brand besar aja jual americano gak segitu rasa udah enak. Percuma mesin kopi bagus tapi gak bisa bikin … ... beberapa kali kesini, untuk minuman cukup lah standar b aja, untuk nasgor oke lumayan enak sudah 2x coba, tapi kalau snack yaampun bener bener seuprit prit apalagi mix platter 20k? dapet hikmahnya doang😭🙌 mending beli makanan berat sekalian hehe, wifi nya juga lemot heheh, maaf yaa bintang duaa semoga next lebih baik lagi …",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzg0i9g3HMTDKWODs_eyV4U60CHpMYub5paUeZMAh2pdZKBMG5DI0B3qnoYHr2AtkromedVvdeYUlGn5i5WL00VRhWv4NTMkYrNhxRjUE-4G-hF6hIkszy9NxzaFY2nCycuNIdU=w114-h86-k-no
Pasadena Coffee,"3HGMGMM, Jl. Raya Dermo","4,6",https://www.google.com/maps/place/Pasadena+Coffee/data=!4m7!3m6!1s0x2e788343900d53cb:0xcedf8dba189535df!8m2!3d-7.9236646!4d112.5841713!16s%2Fg%2F11szd08q42!19sChIJy1MNkEODeC4R3zWVGLqN384?authuser=0&hl=id&rclk=1,tempat ngopi nyaman suasana cozy cocok buat nongkrong bareng teman atau ngerjain tugas kopi enak pilih menu agam harga masih jangkau layan ramah cepat bikin betah buat balik recommended buat cinta kopi malang dalam kopi serangga laba air putih dapat kotorankamar mandi kotor meja kursi berdebumohon depan baik i kak wifi lancar colok aman enak buat diskusi butuh tempat buat ramean orang sini cuocok harga makan minum pas kantong mahasiswa baru pertama kali kesini suka layan ramah vibesnya nyaman nugas nongkrong tiap kursi colok minum enak recomended makan oke lah tempat luas nyaman makan enak enak cocok buat nongki nugas banyak colok bukber sini juga boleh luas harga wifi parkir sofa kasir layan mahasiswa makan minum diskusi,"Fasilitas: luas, harga, wifi, parkir, sofa, kasir, pelayanan, mahasiswa, makanan minuman, diskusi. Kata Mereka: Tempat ngopi yang nyaman banget! Suasananya cozy, cocok buat nongkrong bareng teman ataupun ngerjain tugas. Kopinya enak dengan pilihan menu yang beragam, harganya juga masih terjangkau. Pelayanan ramah dan cepat, bikin betah buat balik lagi. Recommended banget buat pecinta kopi di Malang! ... didalam kopi ada serangganya (laba”) dan juga air putihnya juga terdapat kotoran,kamar mandi kotor meja dan kursi berdebu.mohon untuk kedepannya bisa diperbaik i lagi kak🙏🏻 … ... Wifi lancar, colokan aman, enak buat diskusi, yang butuh tempat buat ramean orang disini cuocok. Harga makanan minuman pas dikantong mahasiswa 🤟 … ... Baru pertama kali kesini dan suka banget dengan pelayanannya yang ramah. Apalagi vibesnya nyaman untuk nugas dan nongkrong karena disetiap kursi ada colokan. Minuman nya enak dan recomended untuk makanannya oke lah. ... tempat luas dan nyaman. makanannya enak enak cocok buat nongki sambil nugas banyak colokan atau bukber disini juga boleh",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyvRFWlVOnmEPAshtlKIhQqGVufhPHjGfZOtKj0LL3ERn28YbtB8M2c_j8W6eeBFdIqZuv600XJMgAnvD9JIYTILMJmcE-qvF5qZWULE8tIVos26IbQrpRwnzmC0NWgYEfv3cO9=w152-h86-k-no
Roketto Coffee & Co,Jl. Kendalsari No.06,"4,5",https://www.google.com/maps/place/Roketto+Coffee+%26+Co/data=!4m7!3m6!1s0x2dd6291d88fbf8ef:0x9148d7afe2213bad!8m2!3d-7.9465495!4d112.6258067!16s%2Fg%2F11fhvdz10n!19sChIJ7_j7iB0p1i0RrTsh4q_XSJE?authuser=0&hl=id&rclk=1,update harga baru foto harga normal cafe pd umum beli ramen jepang chicken enak mie hambar kuah cukup enak overcook gitu hiks layan super duper keren poll terimakasih banyak buat kak derygery aku lupa huhu waiters keren semangat kerja kakkkkk tahan kerja yaa jempol buat kakakkknyaaaa naikin gajinyaa nada bisik xixi tempat ngopi modern masuk legend kota malang tempat luas layan cepat kalau datang pagi lumayan kotor buka jam colok sedia banyak wifi lumayan oke kopi enak minum banyak varian makan banyak varian parkir lumayan luas new menu enak dapet free donat enak juga kopi roketto wajib dicobain baik poko tempat nyaman luas sambil kerjalaptopan buat ngobrol ramairamai cocok buat nongkrong menu sarap snack pastries kopi harga ratarata untuk rasa lumayan enak lantai wifi donat smoking area panas mahasiswa kasir berat resap tukang parkir,"Fasilitas: lantai, wifi, donat, smoking area, panas, mahasiswa, kasir, berat, diresapi, tukang parkir. Kata Mereka: 1. update harga terbaru di foto saya (harga normal cafe pd umum nya)
2. saya beli ramen jepang chicken, ga enak mie nya hambar tp kuah nya cukup enak. tp overcook gitu hiks … ... pelayanannya super duper keren poll, terimakasih banyak buat kak dery/gery (aku lupa huhu) waiters terkeren, semangat kerja nya kakkkkk di pertahankan kinerja nya yaa! Jempol 5 buat kakakkknyaaaa.
naikin gajinyaa (dengan nada bisikan) xixi 😍 … ... Tempat ngopi yang modern dan termasuk legend di kota malang. Tempat luas, pelayanan cepat. Namun kalau datang pagi lumayan kotor. Bukanya 24 jam. Colokan disediakan banyak, wifi lumayan oke. Kopi enak, minuman banyak varian. Makanan juga banyak varian. Parkiran lumayan luas ... New menunya enak.
Dapet free donat dan enak juga.
Kopi Roketto wajib dicobain sih, terbaik pokonya. ... Tempatnya nyaman, luas, bisa sambil kerja/laptopan, bisa buat ngobrol ramai-ramai juga, cocok buat nongkrong. Ada menu untuk sarapan, snack, pastries, kopi, dll. Untuk harganya rata-rata, untuk rasa lumayan enak",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzQrImxvZigfbfsaVgaFrjZlm5rOQ0ujDciajnkQrL5zEySyn2nY4WJOEevfPUb2KAMV2tRv1eu4AnJZX4papItphsfTtGxCxWiYJhqFE1aFrw3lDyFjEOAgsnDG98CsOv0Vzs=w86-h114-k-no
Arah Coffee Gunungan Malang,Jl. Merapi No.14,"4,6",https://www.google.com/maps/place/Arah+Coffee+Gunungan+Malang/data=!4m7!3m6!1s0x2dd62900746088f3:0x6acbaf91825274da!8m2!3d-7.9712946!4d112.6250533!16s%2Fg%2F11mcsvn5z0!19sChIJ84hgdAAp1i0R2nRSgpGvy2o?authuser=0&hl=id&rclk=1,minum makan jujur b kopi gatau kaya kurang spesial lidah tempat nyaman buat nongkrongwfc utama mana buka jam ain printer stationary infused water free experience buka jam akses wifi kenceng no hambat apa kopi others beverages dgn standard price cafe malang menu croissant custom suka selera kalian one thing that really impressed is the staff so helpful kind to customer cocok buat ngerjakan tugas dar nongkrong tiap tempat duduk sedia colok bisa ngeprint gratis free infused water okee kita revieww menu jujur worth it buat tempat wfc dar nugas pulang sekolah atmosfer benerbener nyaman bikin betah ac ngga terlalu dingin fasilitas lengkap mulai kamar mandi bersih musholla wangi smoking estetik kasir foto toilet ac printer smoking area cashless kopi susu jujur,"Fasilitas: estetik, kasir, foto, toilet, ac, printer, smoking area, cashless, kopi susu, jujur. Kata Mereka: Minuman dan makanannya jujur b aja apalagi kopinya gatau kenapa kaya kurang spesial aja di lidahku. Tapi tempatnya nyaman buat nongkrong/wfc terutama, mana buka 24 jam. Disediain printer & stationary, ada infused water free. Experience … ... Buka 24 jam dengan akses wifi kenceng no hambatan apapun, kopi dan others beverages dgn standard price cafe malang. Menu croissant bisa custom sesuka selera kalian. One thing that really impressed is the staff so helpful & kind to customer. … ... Cocok bgt dibuat ngerjakan tugas atau sekedar nongkrong
Disetiap tempat duduk tersedia colokan
Bisa nge-print gratis, free infused water … ... okee mari kita revieww..

✅Menu … ... Jujur worth it banget buat tempat WFC atau sekedar nugas sepulang sekolah. Atmosfer nya bener-bener nyaman dan bikin betah. AC nya juga ngga terlalu dingin. Fasilitas lengkap mulai dari kamar mandi yang bersih, musholla yang wangi, smoking …",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzzvUyZf81BR8JUXRgsnZO8S_NrmAfYhWd4rOKB835oiJvf4cA1UnzLKteXBTLXdTTw7E3lUmetkdMWCqg4coy2fWEkiBn_0BuM0TNiU5V188O75VCAg9iRr-XjmkgXHMjjkYkue4q3bJKI=w80-h106-k-no
